mineral,anio,empresa,propietarios,capital,ubicacion,capacidad,unidad_capacidad,fuente,nota
oro,2012,"Gammon Lake de México, S.A. de C.V.",Gammon Lake Resources Inc. 100%,canadiense,"Mina Ocampo, Chih.",5000,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.13",oro de mina
oro,2012,"Minera Mexicana La Ciénega, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina La Ciénega, Dgo.",4500,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.13",oro de mina
oro,2012,Animas Resources Ltd.,Animas Resources Ltd. 100%,canadiense,"Mina Santa Gertrudis, Son.",1600,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.13",oro de mina
oro,2012,"Cía. Minera El Cubo, S.A. de C.V.",Gammon Lake Resources Inc. 100%,canadiense,"Mina El Cubo, Gto.",1200,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.13",oro de mina
oro,2012,Pediment Gold Corp.,Pediment Gold Corp. 100%,canadiense,"Mina La Colorada, Son.",800,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.13",oro de mina
oro,2012,Alamos Gold Inc.,Alamos Gold Inc.,canadiense,"Mina Mulatos, Son.",4700,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.13",oro de mina
oro,2012,Great Panther Silver Ltd.,Great Panther Silver Ltd. 100%,canadiense,"Guanajuato, Gto.",438,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.13",oro de mina
oro,2012,"Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Torreón, Coah.",22700,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.13",oro REFINADO
plata,2012,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 77.1%",privado mexicano,"Mina Proaño (Fresnillo), Zac.",1100000,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.14",plata de mina; entidad Fresnillo plc
plata,2012,"Minera Mexicana La Ciénega, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina La Ciénega, Dgo.",65800,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.14",plata de mina
plata,2012,"Minera Bismark, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina Bismark, Chih.",7000,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.14",plata de mina
plata,2012,"Co. Minera Sabinas, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina Sabinas, Zac.",157000,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.14",plata de mina
plata,2012,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 51%; Dowa Holdings Co. Ltd. 39%; Sumitomo Corp. 10%",privado mexicano,"Mina Tizapa, Méx.",140000,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.14",plata de mina; detalle accionario ampliado
plata,2012,"Minas Peñoles, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 50%",privado mexicano,"Mina Francisco I. Madero, Zac.",63000,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.14",plata de mina
plata,2012,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A. de C.V. 90%",privado mexicano,"San Martín, Sombrerete, Zac.; Taxco, Gro.; Charcas, S.L.P.; Santa Eulalia, Chih.; refinería en Monterrey, N.L.",335000,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.14",plata de mina
plata,2012,Pan American Silver Corp.,Pan American Silver Corp.,canadiense,"Mina La Colorada, Zac.; Alamo Dorado, Son.",200000,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.14",plata de mina
plata,2012,"Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Torreón, Coah.",2900000,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.14",plata REFINADA (refinería)
plata,2012,"Mexicana de Cobre, S.A. de C.V.","Grupo México, S.A. de C.V. 90%",privado mexicano,"Complejo metalúrgico La Caridad, Son.",466500,kg,"USGS MYB Mexico 2012, Tabla 2, PDF p.14",plata de subproducto/refinería
plomo-zinc,2012,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Charcas, S.L.P.; San Martín, Zac.; Santa Eulalia, Chih.; Taxco, Gro.; Rosario, Sin.; Santa Bárbara, Chih.; Velardeña, Dgo.; refinería de plomo en Monterrey y de zinc en S.L.P.",70 plomo mina; 110 zinc refinado,miles t,"USGS MYB Mexico 2012, Tabla 2, PDF p.13",
plomo-zinc,2012,"Industrias Peñoles, S.A. de C.V.",privado mexicano 97%; privado estadounidense 3%,privado mexicano,"Minas La Encantada, Coah.; Fresnillo, Zac.; Naica, Chih.; Bismark, Son.; Rey de Plata, Gro. (Peñoles 51%, Dowa Mining Co. 39%); complejo metalúrgico en Torreón, Coah.",180 plomo refinado; 240 zinc refinado,miles t,"USGS MYB Mexico 2012, Tabla 2, PDF p.13",
plomo-zinc,2012,"Industrias Peñoles, S.A. de C.V. (Francisco I. Madero)",privado mexicano 97%; privado estadounidense 3%,privado mexicano,"Mina Francisco I. Madero, Zac.","100,000 zinc",t,"USGS MYB Mexico 2012, Tabla 2, PDF p.14",
plomo-zinc,2012,"Minera San Francisco del Oro, S.A. de C.V.","Empresas Frisco, S.A. de C.V. 100%",privado mexicano,"San Francisco del Oro, cerca de Hidalgo del Parral, Chih.",15 plomo; 21 zinc,miles t,"USGS MYB Mexico 2012, Tabla 2, PDF p.14",
barita,2013,"Barita de Sonora, S.A.","Grupo Acerero del Norte, S.A. de C.V. (GAN) 100%",privado mexicano,"Mazatán, Son.",219,miles t,"USGS MYB Mexico 2013, Tabla 2, PDF p.10",
barita,2013,"Minerales y Arcillas, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Mina San Francisco del Huerto en San Pedro, Coah.; minas La Escondida y Angelita y planta en Galeana",55,miles t,"USGS MYB Mexico 2013, Tabla 2, PDF p.10",
barita,2013,"Barita de Santa Rosa, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Múzquiz, Coah.",256,miles t,"USGS MYB Mexico 2013, Tabla 2, PDF p.10",
cobre,2013,"Mexicana de Cobre, S.A. de C.V.","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Mina La Caridad, fundición, refinería, planta SX-EW y de alambrón en Nacozari de García, Son.","350 fundición; 50 SX-EW; 300 refinería; 150 alambrón",miles t,"USGS MYB Mexico 2013, Tabla 2, PDF p.10",
cobre,2013,"Buenavista del Cobre, S.A. de C.V.","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Mina Buenavista del Cobre y planta SX-EW en Cananea, Son.","29,200 molienda; 33 SX-EW",miles t,"USGS MYB Mexico 2013, Tabla 2, PDF p.10","CAMBIO: Mexicana de Cananea renombrada Buenavista del Cobre"
cobre,2013,"Minera María, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 100%",privado mexicano,"Mina y planta SX-EW en Cananea, Son.","20 SX-EW",miles t,"USGS MYB Mexico 2013, Tabla 2, PDF p.10",
cobre,2013,"Cobre de México, S.A. de C.V.","Grupo Condumex",privado mexicano,"Refinería primaria en Ciudad de México y refinería secundaria en Villagrán, Gto.",150,miles t,"USGS MYB Mexico 2013, Tabla 2, PDF p.10","refinería, no mina"
fluorita,2013,"Cía. Minera Las Cuevas, S.A. de C.V.","Mexichem, S.A. de C.V.",privado mexicano,"Salitrera (Zaragoza), S.L.P.",520,miles t,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","ambos productores bajo Mexichem: fluorita es monopolio de grupo"
fluorita,2013,"Fluorita de México, S.A. de C.V.","Mexichem, S.A. de C.V.",privado mexicano,"Minas en distrito La Encantada y planta en Múzquiz, Coah.",150,miles t,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","adquirida por Mexichem (CAMIMEX: enero 2013; USGS ya la reflejaba en el año-dato 2012); fluorita monopolio de grupo Mexichem desde 2012/2013"
grafito,2013,"Grafitos Mexicanos, S.A.","Cummings Moore Graphite Co. (EUA) 25%; privado mexicano 75%",mixto mexicano-estadounidense,"Minas Lourdes y San Francisco, Son.",60,miles t,"USGS MYB Mexico 2013, Tabla 2, PDF p.11",
grafito,2013,"Grafito Superior, S.A. de C.V.","Superior Graphite Co. 100%",estadounidense,"Minas Covalmar, Santa Clara y Río Mayo y planta en Son.",25,miles t,"USGS MYB Mexico 2013, Tabla 2, PDF p.11",
manganeso,2013,"Cía. Minera Autlán, S.A.B. de C.V.","Grupo Ferrominero, S.A. de C.V. 81.75%; privado mexicano 18.25%",privado mexicano,"Minas Molango, Naopa y Nonoalco, Hgo.",600,miles t,"USGS MYB Mexico 2013, Tabla 2, PDF p.12","capacidad en mineral y concentrado"
oro,2013,"Fresnillo plc","Industrias Peñoles, S.A.B. de C.V. 77.1%",privado mexicano,"Mina Proaño (Fresnillo), Zac.",1200,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","oro de mina"
oro,2013,"Goldcorp Inc. (Peñasquito)","Goldcorp Inc. 100%",canadiense,"Mina Peñasquito, Zac.",17700,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","oro de mina; NUEVO productor 2013: Peñasquito (mayor mina del país)"
oro,2013,"Minas de las Altas Pimerías, S.A. de C.V.","Goldcorp Inc. 100%",canadiense,"Mina El Sauzal, Chih.",10000,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","oro de mina"
oro,2013,"Fresnillo plc (La Herradura)","Fresnillo plc 56%",privado mexicano,"Mina La Herradura, Son.",6900,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","oro de mina"
oro,2013,"Goldcorp Inc. (Los Filos)","Goldcorp Inc. 100%",canadiense,"Mina Los Filos, Gro.",8100,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","oro de mina; NUEVO productor 2013: Los Filos"
oro,2013,"Primero Mining Corp.","Primero Mining Corp. 100%",canadiense,"Mina San Dimas, Dgo.",4850,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","oro de mina; CAMBIO: San Dimas ahora Primero Mining (antes Luismín/Goldcorp)"
oro,2013,"Minera Frisco, S.A.B. de C.V. (Ocampo)","Minera Frisco, S.A.B. de C.V. 100%",privado mexicano,"Mina Ocampo, Chih.",1590,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","oro de mina; CAMBIO: Ocampo ahora Minera Frisco (antes Gammon Lake)"
oro,2013,"Minera Mexicana La Ciénega, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Mina La Ciénega, Dgo.",4500,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","oro de mina"
oro,2013,"Animas Resources Ltd.","Animas Resources Ltd. 100%",canadiense,"Mina Santa Gertrudis, Son.",1600,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","oro de mina"
oro,2013,"Cía. Minera El Cubo, S.A. de C.V.","Endeavour Silver Corp. 100%",canadiense,"Mina El Cubo, Gto.",1200,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","oro de mina; CAMBIO: El Cubo ahora Endeavour Silver (antes Gammon Lake)"
oro,2013,"Pediment Gold Corp.","Argonaut Gold Inc. 100%",canadiense,"Mina La Colorada, Son.",800,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","oro de mina; CAMBIO: Pediment ahora bajo Argonaut Gold"
oro,2013,"Alamos Gold Inc.","Alamos Gold Inc. 100%",canadiense,"Mina Mulatos, Son.",4700,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","oro de mina"
oro,2013,"Great Panther Silver Ltd.","Great Panther Silver Ltd. 100%",canadiense,"Guanajuato, Gto.",438,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","oro de mina"
oro,2013,"Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",36700,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","oro REFINADO; capacidad sube de 22,700 a 36,700"
plata,2013,"Fresnillo plc","Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Mina Proaño (Fresnillo), Zac.",1100000,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.12","plata de mina; participación Peñoles baja a 75%"
plata,2013,"Fresnillo plc (El Saucito)","Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Mina El Saucito, Zac.",480000,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.12","plata de mina; NUEVO productor 2013: El Saucito"
plata,2013,"Minera Mexicana La Ciénega, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Mina La Ciénega, Dgo.",65800,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.12","plata de mina"
plata,2013,"Minera Bismark, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Mina Bismark, Chih.",7000,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.12","plata de mina"
plata,2013,"Co. Minera Sabinas, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Mina Sabinas, Zac.",157000,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.12","plata de mina"
plata,2013,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 51%; Dowa Holdings Co. Ltd. 39%; Sumitomo Corp. 10%",privado mexicano,"Mina Tizapa, Méx.",140000,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.12","plata de mina"
plata,2013,"Minas Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Mina Francisco I. Madero, Zac.",63000,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.12","plata de mina"
plata,2013,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"San Martín, Sombrerete, Zac.; Taxco, Gro.; Charcas, S.L.P.; Santa Eulalia, Chih.; refinería en Monterrey, N.L.",335000,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.12","plata de mina"
plata,2013,"Pan American Silver Corp.","Pan American Silver Corp.",canadiense,"Mina La Colorada, Zac.; Alamo Dorado, Son.",200000,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.12","plata de mina"
plata,2013,"Metalúrgica Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",2900000,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.12","plata REFINADA (refinería)"
plata,2013,"Mexicana de Cobre, S.A. de C.V.","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Complejo metalúrgico La Caridad, Son.",466500,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.12","plata de subproducto/refinería"
plata,2013,"Coeur d'Alene Mines Corp.","Coeur d'Alene Mines Corp. 100%",estadounidense,"Mina Palmarejo, Chih.",250000,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.12","plata de mina; NUEVO productor 2013: Palmarejo"
plata,2013,"First Majestic Silver Corp.","First Majestic Silver Corp. 100%",canadiense,"Mina La Encantada, Coah.",140000,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.12","plata de mina; NUEVO productor 2013: La Encantada (First Majestic)"
plata,2013,"Goldcorp Inc. (Peñasquito)","Goldcorp Inc. 100%",canadiense,"Mina Peñasquito, Zac.",361000,kg,"USGS MYB Mexico 2013, Tabla 2, PDF p.12","plata de mina; NUEVO productor 2013: Peñasquito"
plomo-zinc,2013,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Charcas, S.L.P.; San Martín, Zac.; Santa Eulalia, Chih.; Taxco, Gro.; Rosario, Sin.; Santa Bárbara, Chih.; Velardeña, Dgo.; refinería de plomo en Monterrey y de zinc en S.L.P.","70 plomo mina; 110 zinc refinado",miles t,"USGS MYB Mexico 2013, Tabla 2, PDF p.11",
plomo-zinc,2013,"Industrias Peñoles, S.A.B. de C.V.",privado mexicano 100%,privado mexicano,"Minas La Encantada, Coah.; Fresnillo, Zac.; Naica, Chih.; Bismark, Son.; Rey de Plata, Gro. (Peñoles 51%, Dowa Mining Co. 39%); complejo metalúrgico en Torreón, Coah.","180 plomo refinado; 240 zinc refinado",miles t,"USGS MYB Mexico 2013, Tabla 2, PDF p.11",
plomo-zinc,2013,"Industrias Peñoles, S.A.B. de C.V. (Francisco I. Madero)",privado mexicano 100%,privado mexicano,"Mina Francisco I. Madero, Zac.","50,000 zinc",t,"USGS MYB Mexico 2013, Tabla 2, PDF p.11","capacidad baja de 100,000 a 50,000 zinc"
plomo-zinc,2013,"Minera San Francisco del Oro, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 100%",privado mexicano,"San Francisco del Oro, cerca de Hidalgo del Parral, Chih.; Tayahua, Zac.","15 plomo; 21 zinc",miles t,"USGS MYB Mexico 2013, Tabla 2, PDF p.11",
barita,2014,"Baramin, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Galeana, N.L.",,miles t,"USGS MYB Mexico 2014, Tabla 2, PDF p.12","NUEVO productor 2014; capacidad NA"
barita,2014,"Barita de Santa Rosa, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Múzquiz, Coah.",256,miles t,"USGS MYB Mexico 2014, Tabla 2, PDF p.12",
barita,2014,"Barita de Sonora, S.A.","Grupo Acerero del Norte, S.A. de C.V. (GAN) 100%",privado mexicano,"Mazatán, Son.",219,miles t,"USGS MYB Mexico 2014, Tabla 2, PDF p.12",
barita,2014,"Minerales y Arcillas, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Mina San Francisco del Huerto en San Pedro, Coah.; minas La Escondida y Angelita y planta en Galeana",55,miles t,"USGS MYB Mexico 2014, Tabla 2, PDF p.12",
cobre,2014,"Mexicana de Cobre, S.A. de C.V.","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Mina La Caridad, fundición, refinería y planta SX-EW en La Caridad, Son.","170 concentrados; 300 fundición; 25 SX-EW; 300 refinería",miles t,"USGS MYB Mexico 2014, Tabla 2, PDF p.12",
cobre,2014,"Mexicana de Cananea, S.A. de C.V.","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Mina Buenavista del Cobre y planta SX-EW en Cananea, Son.","125 concentrados; 70 SX-EW",miles t,"USGS MYB Mexico 2014, Tabla 2, PDF p.12",
cobre,2014,"Cobre del Mayo, S.A. de C.V.","Invecture Group, S.A. de C.V. 100%",privado mexicano,"Mina Piedras Verdes y planta SX-EW, Son.","20 concentrados; 32 SX-EW",miles t,"USGS MYB Mexico 2014, Tabla 2, PDF p.12","NUEVO en la tabla 2014"
cobre,2014,"Cía. Minera La Parreña, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Mina Milpillas y planta SX-EW en Santa Cruz, Son.","45 SX-EW",miles t,"USGS MYB Mexico 2014, Tabla 2, PDF p.12","NUEVO en la tabla 2014"
cobre,2014,"Minera María, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 100%",privado mexicano,"Mina y planta SX-EW en Cananea, Son.","20 SX-EW",miles t,"USGS MYB Mexico 2014, Tabla 2, PDF p.12",
cobre,2014,"Red Tiger Mining Inc.","Red Tiger Mining Inc. 100%",canadiense,"Mina Luz de Cobre y planta SX-EW en San Antonio del Huerta, Son.","8 SX-EW",miles t,"USGS MYB Mexico 2014, Tabla 2, PDF p.12","NUEVO en la tabla 2014"
fluorita,2014,"Mexichem Fluor, S.A. de C.V.","Mexichem, S.A.B. de C.V. 100%",privado mexicano,"Mina Las Cuevas, Zaragoza, S.L.P.",1200,miles t,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","CAMBIO: entidad Las Cuevas renombrada Mexichem Fluor; capacidad sube de 520 a 1,200"
fluorita,2014,"Fluorita de México, S.A. de C.V.","Mexichem, S.A.B. de C.V. 100%",privado mexicano,"Mina La Sabina, Múzquiz, Coah.",100,miles t,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","ambos productores bajo Mexichem: fluorita monopolio de grupo; capacidad baja de 150 a 100"
grafito,2014,"Grafitos Mexicanos, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Minas Lourdes, Topiyeca y San Juan, Son.",60,miles t,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","SALIDA: Grafito Superior ya no aparece; queda un solo productor de grafito"
manganeso,2014,"Compañía Minera Autlán, S.A.B. de C.V.","Grupo Ferrominero, S.A. de C.V. 54%",privado mexicano,"Minas Molango, Naopa y Nonoalco, Hgo.",600,miles t,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","capacidad en mineral y concentrado"
oro,2014,"Minera Peñasquito, S.A. de C.V.","Goldcorp Inc. 100%",canadiense,"Mina Peñasquito, Zac.",14200,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","oro de mina"
oro,2014,"Desarrollo Mineros San Luis, S.A. de C.V.","Goldcorp Inc. 100%",canadiense,"Mina Los Filos, Gro.",10000,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","oro de mina"
oro,2014,"Fresnillo plc (La Herradura)","Fresnillo plc 100%",privado mexicano,"Mina La Herradura, Son.",8500,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","oro de mina"
oro,2014,"Minas de las Altas Pimerías, S.A. de C.V.","Goldcorp Inc. 100%",canadiense,"Mina El Sauzal, Chih.",8500,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","oro de mina; mina CERRADA (nota 3 USGS)"
oro,2014,"Minera Frisco, S.A.B. de C.V. (El Coronel)","Minera Frisco, S.A.B. de C.V. 100%",privado mexicano,"Mina El Coronel, Zac.",5300,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","oro de mina; NUEVO productor 2014: El Coronel"
oro,2014,"Primero Empresa Minera, S.A. de C.V.","Primero Mining Corp. 100%",canadiense,"Mina San Dimas, Dgo.",4500,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","oro de mina"
oro,2014,"Agnico Eagle Mines Ltd.","Agnico Eagle Mines Ltd. 100%",canadiense,"Mina Pinos Altos, Chih.",4800,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","oro de mina; NUEVO productor 2014: Pinos Altos"
oro,2014,"Alamos Gold Inc.","Alamos Gold Inc. 100%",canadiense,"Mina Mulatos, Son.",4300,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","oro de mina"
oro,2014,"Timmins Gold Corp.","Timmins Gold Corp. 100%",canadiense,"Mina San Francisco, Son.",3500,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","oro de mina; NUEVO productor 2014: San Francisco"
oro,2014,"Minera Mexicana La Ciénega, S.A. de C.V.","Fresnillo plc 100%",privado mexicano,"Mina La Ciénega, Dgo.",3400,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","oro de mina"
oro,2014,"Ocampo Mining, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 100%",privado mexicano,"Mina Ocampo, Chih.",3300,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","oro de mina"
oro,2014,"Yamana Gold Inc.","Yamana Gold Inc. 100%",canadiense,"Mina Las Mercedes, Son.",3200,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","oro de mina; NUEVO productor 2014: Las Mercedes"
oro,2014,"GoGold Resources Inc.","GoGold Resources Inc. 100%",canadiense,"Mina Santa Gertrudis, Son.",1600,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","oro de mina; CAMBIO: Santa Gertrudis ahora GoGold (antes Animas Resources)"
oro,2014,"Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",53900,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.13","oro REFINADO; capacidad sube de 36,700 a 53,900"
plata,2014,"Fresnillo plc","Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Mina Fresnillo, Zac.",1100000,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.14","plata de mina"
plata,2014,"Minera Peñasquito, S.A. de C.V.","Goldcorp Inc. 100%",canadiense,"Mina Peñasquito, Zac.",794000,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.14","plata de mina"
plata,2014,"Fresnillo plc (Saucito)","Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Mina Saucito, Zac.",567000,kg,"USGS MYB Mexico 2014, Tabla 2, PDF p.14","plata de mina"
